id,text,label
366,rt ahm iyd wo konse hein jo like kiyr beghair rt krte barre chawal,1
367,amitshah the chanakya modern india new home minist congratul amit shah ji terrorist sepa,1
368,bedhadak jao kutton napak harkat pakistan duniya nakse gayab,0
369,shankar enko italywali maa bataya bade dynasti karma se nahi,1
370,rjdforindia ji nahi vi dhoka kha gaye evm media prachar tntra hae jisne modi jitaya hae evm hatao desh loktantra bachao,0
371,amishdevgan cnbc awaaz avanishojha gdutttweets shahnawazbjp tijarawala tujh bhadave dalal sala,0
372,manpree manikarnika washingkarma kangukimakanaka rangoli a badha favorit word bhonk har,0
373,chowhanpriyanka arvindkejriwal yahan lig kharab fit v vote next time us elect,0
374,you freak wanna see free hooo,1
375,hmoindia gup ssingh vairagibaba kashmir shuruwat jai shri ram,2
376,narendramodi modi ji tv din kah chota sitapur naam,2
377,maryamnsharif allah bachaye pakistan ko ganjay chor nawaz sharif sy r nasal sy,0
378,muradsaeedpti pti sindh mey govt ppp sindh khaa jayegi k ppp chor party hy,0
379,warishmaf ayesha waseembadami ammaranaeem sidrama savairakhan syedasukainahu kishimalik inayasyeda behad khush,2
380,lanaschild you psychopath bakwa tweet krti badtameez u dont respect u plan i want simpl girl,0
381,thewir drshamamohd nach nagin paisa milega rahulgandhi bhi timko aab nahi bacha payega doctor fake news,2
382,seen ignore karty msg,0
383,amitshah narendramodi tajinderbagga ke elect jo tough bjp ke l,1
384,rt manishp amitshah sir jeet lye badhyi lekin soorat huaa usme app ne fire,2
385,anubhavsinha sahab garam hava movie dil chhu apki movie mulk kudos,2
386,mini lama maverickneha hahaha dil churaya h,1
387,zshnmjd meshesid dr sahb se confirm kr pehly jhoot rhy thy,1
388,northdmc dcrohinizon very thank sir ummid esko jarur solve apko bar bar,1
389,christiankob monhamour ahy parang gusto yang free dinner graduat char cc paulimendozaa,1
390,ravisha sonamjain kapilkm congress ya bjp andh bhakt aimim support krta khula krta,1
391,rt singhdheeru shalini tagda group aaplogo good shalini nishumehta nish,2
392,rt jennap music life thank chhote ustad salman ali post instagram stori today salma,1
393,pdcmdoffici pid gov ptioffici ptikpoffici aleemkhan pti imrankhanpti shabazgil didnt vote,2
394,rt mohitinsan gurmeetramrahim good morning sohne satgur bless sewa simran parmarth today,2
395,rt riseofburnol one two wasooli dhundte isko ghanta fans,0
396,apnarajeevnigam sir result apka video ralli tv debate cont,1
397,asynahichalyga gunshot nai kia kia pata kab pata lagay marri altaf,1
398,rt qwertee last chance get random tee incredible price,1
399,iamzzeeshan asadowaisi hydtp hi hasiyat hawaldar thi fakeass jihadi barrist,0
400,aajtak feku chaka mara ki caught gai congress bada ayaa modiji ko bahar fekne,1
401,lsudbharath rchacharia dhananjay tech ahh problem thank offer help,1
402,talhaghouri shahidmemon hamyat khota khor corrupt ganje kerte thy kia ukhar lia unhon lanat te patwari,0
403,nasirhussainsh bbhuttozardari allah makhlloq pr zahiri shakhsiyat allah bnayi insan khu,1
404,wahhh fave moot din kita huhuhu ilysm,2
405,good morn almighti gurmeeetramrahim papa ji plz bless famili sewa sumiran p,2
406,wisall waqasiftikhar shahzadshafi bbhuttozardari bakhtawarbz aseefabz bushragohar siab baitanai,1
407,rt sopharush god thank alway see matter mani time i drift away never hold you,2
408,rssurjewala sir road aaiye ye twitter khelne pehle street fir social media main stream media,1
409,ashutoshb bjpindia rssorg kanhaiyakumar pavank varma drkumarvishwa anantvijay incindia aamaadmiparty tum ammi chu,0
410,free thinker naam lene darta chor daadi tinka tu free thinker nakarakmak thinker,0
411,ramya ranjini adhu enna best team win ynwa,2
412,hi smile our jaan laghateparth pyar dosti love friendship bff time parthsamthaan,1
413,fayyazshot maryamnsharif harramzade maa marre ameen harramzade biwi fauji fuck krien ameen,0
414,wish happi delight birthday sirpareshrawal your alway favourit actor h,2
415,beingsalmankhan hello bhaijaan i big fan look bodi good i hope bharat film superhit,2
416,incmp one step closer cong mukt bharat,1
417,rt artistsfutur manakgupta burnol gabbar haddi phekna band ab kutte khayenge,1
418,modi ji i renter new delhi ill pay r per month societi mainten mere landlord k pass bhut,1
419,ashutoshb tu patrkar santiduto chamcha tuje pta bta du mathura ramjan lashi fr,0
420,thank veerji shashankkhaitan constant encourag help raw musician start j,2
421,invincisachin mpchalia rahulgandhi evm khilaaf shashtra andolan siwai chara moolwasiy,1
422,rt madaniinfo tamam aashiqan e rasool jumma mubarak,1
423,itz faiz pcstinkerbel aukat uski lallu ki gaand mar chali aur bhokta rehja chal hat,0
424,dgsab babapakistan serif aik teekay zaroorat hay baqi sub set jay ga,2
425,rt kookpiic jungkook sincer hug presid korea beauti jungkook realli special heart i love,2
426,best morn guru pa gurmeetramrahim ji pl bless n sewa simran,1
427,ye dekhiye sream train hatya gya or pr dhayan seva h,1
428,iizebraguyii advaitakala feku sala jha found tell first,1
429,leospointytooth gee i wonderrr love hana the said,2
430,rt oomprakashp speakerpelosi housedemocrat pranam pranamg oollthe best truthfully truth love peace universel univers rainbow unive,2
431,with nirmala sitharaman handl financ countri expect better loan women entrepreneur cut ta,2
432,mahila ayog karya work gujarat,1
433,pmiksupport astbhaan saritaaksh nailainayat ha par galat chor tum,1
434,muhtod javab trueindologyliv it creat larger person imag mind in order defend,1
435,hiranimeera now i hear lag gale phir haseen raat shayad phir janam mulakat feel,1
436,r a j b kaynakapilian khushal offl sangeetagaur warrior k bhaiya malba kio gira dukh,0
437,phuphoodamunda haha muji pta muji btaa main pyar sy tujy tang krtaa tyrn e dil lgta jan,1
438,elojosananto you alreadi know gonna pop tonight rt chanc win bar sound resid dj lzrcat,1
439,rt ra bies sad modi ji visit rajiv gandhi memori know rajiv wife chutiya son instrument,0
440,thank every for warm wish for lovely edit and for beauti vm it mean alot,2
441,jab ramji charno girkar mangoge paoge bhole baba hath khde main khne nhi,0
442,oyeee butttooo sach zinda hyyy maaa ankhhh ghayb bhutto b chori kr rha hy sala bbhuttozardari salay kandan,0
443,rt kaptaandeadpool jiyala fakecas even hiv epidem thar crisi karachi destroy suwar k bachay trend,0
444,happy birthday mammy rip miss u lots ye,2
445,agent zfebrahim true veri true thi call awareness alhamdulillah saal say pochhnay wal,1
446,maryamnsharif fikkar chand patwari rah gai nasal agly nasal ghulami gi,1
447,akhleshgautam maar khane hindu musalmaan agar hindu chahenge char bhee,0
448,sanaejaz ta loog phr ikathy kr terror start kro dunya musalmanoo pak nam badnam kro shame,0
449,sherryontopp aur taali thukwaega chakke pappu harwa diya jahan jahan gaya state saaf kara diya,2
450,sambit patrag sardanarohit modiji rajyo congress zero balanc account khulwaya,0
451,rajthackeray mahrastra nirman chuka haii tere gundo sena jaroort nahii gundo,0
452,rt salmankhanholic super busy superstar salmankhan mehboob studio interview bharat promot may,1
453,aajtak lakh postcard bnwane paisa ka fijul khrchi h jhum sb kami njr aa bhakto,0
454,osman ye elect phir aese aesa lag jo pti pakistan k,0
455,rubikaliyaquat congress satta sawal logonke mann bjp aai hindu,2
456,rt vvvinayakonlin wow kid know act natur so cute super chinna,2
457,ashoswai timesofindia log bara chootiya hy jhoot manker vote krdiya bcz govt foult terror bring,1
458,weuttarpradesh bareillypolic uppolice maarne aastha prateek lag gunde shame,0
459,rt surajma madarchod ma chut mullo paidais deshdrohi ant jaldi,0
460,atulsingh asan arey modi govt minister bi result modiji socha pareshaan,2
461,arsch gud news ab eis treason saza milni chahye ager en jaisaon chor gya mulk dushmana,0
462,drsjaishankar sushmaswaraj congratul sir ji lot love india we mere guruji shr,2
463,warishmaf thank u for coming live but i miss bhai apne duaa apka lia namaz duaa krti hn apka nam la r aesa,1
464,imrankhanpti khan sb opposit k jalso pr pabandi lagayei media k pass ziyada time hei fazool bakwas pr kharch kr rahey hei,0
465,soon want new flim shahrukh khan all my prayers r with him god bless him,2
466,amilksojatpal sambit patrag payal rohatgi ompraka bilkul crore kutte paal l,0
467,she wrong coz ali harami famili media dlaaal india pakistan arab countri play shameless haram,0
468,itz aziz ansarraza ramzaan zalalat tujh kanjer milti,0
469,emptyskull matlab maine aik b chutti ni te iss month april tak e gae,1
470,koi yaad dilao yaar bhul gaya hoga retor,1
471,pmoindia narendramodi thanks ji narendra modi ji rashtrapita nahin jo apne,2
472,nai rajya sarkar banana usmen awsya bjp mla kharidegi bjp niyat janta men awiswa phelega isliy,1
473,rt binaysharma neha king khan aalia bhatt dear zindagi movie bhot achi hit yr love story pr,2
474,hakeypham love vloglist i wating forever feel like i happy just say cant watch ano,2
475,today prime minist narendra modi sworn world largest democraci morva hadaf panchamahal gujara,2
476,gautamgambhir javedakhtarjadu rakeyshommehra bhayya sirf muslim himayat h apka sahih b ghalat lag h,1
477,timesofindia ajaydevgn etim veeru devgn ji vich hain aur pichhe chhod gaye hain,2
478,sarfarazahmed wah wah wah captain dil jeet liya nation dress pehen make us proud sarfaraz wehavewewil cwc,2
479,happy birthday dineshkarthik bhiya wish best ongo cricketworldcup imskayat ind,2
480,aacrew oooo look like fun hope great experi,1
481,d ellis lfc haha nah,2
482,smartmalik hahahahaha kaho jake tel leke u ko tahl saku pakorey,0
483,fbdpolic polic haryana cmohry ye h police asli chera esley logo visvas nhe h polic pr kya thane,2
484,rt safa lg send i love karan instead kiran,1
485,rt shiwangi insan g d morn guru pita gurmeetramrahim ji dhan dhan satguru aasra today th exam adverti,1
486,chah jau world desh du delet kr du marji sirf achha kr st,0
487,sambitswaraj sambit patra jaoge bakwas band jayegi tumne bakwas,0
488,shaziailmi politician tarah journalist ko dukan chalani pahele bal thakeray galiya dete rahet,0
489,mewiiana tak apa the attent get better divert awar tweet hehehe i lose anyth anyway,1
490,mashwaniazhar ahmad cg mahmoodk ub sarkar mukabla ker sekty akhir shaher jeena,1
491,boht achi naya pakistan khawar manika qurbaniyon wajha bna hai,2
492,iamimranashraf uff acting bholey ji apki kamaal krdya aisa actor abtk charactr saat,2
493,swamy sir fm ban jate bombino buddhu bc pucca chor vegarah jail bhejta role mai bdi,0
494,majorgauravarya iboredbank jay hind jay jawan jay bharat i proud indian army bhartiya jawano hame ga,1
495,mehtakush bt aayega india k p k aayega,1
496,pratsharda been done last minut main realise paper part ankhon aage andhera cha,1
497,harshmj penguin mention antarctica jaane easili,1
498,criclovetweet khuj jhol h post pakistan maar wi,0
499,rt mohammadalyyy jani larki tweet,1
500,rt anuragkshl rahulkanwal why bottom atheist krishna ka watermark dikh baawle,1
501,shak citi no i wanna tweet,1
502,dibang seedha matlab h parliament hangama krnge bill pass ar adjourn silsila chalta rhe,0
503,zinda laash hon happy birthday bro may allah strengthen good intent accept supplic p,2
504,itna modi sudhar election reserv kro kamino tan pain,0
505,sarkar ne bjp ki sarkar ke upar umeed jo sanjay coloni bhartiya mangela jyothi,1
506,insanneeru worldnotobaccoday gurmeetramrahim ji say cancer say tobacco,2
507,sholay as good get jo jeeta vohi sikandar shashank redempt kshanam kshanam,1
508,insha abbasi thats careem wali umer wesey kabhi apun careem mae betha,1
509,modi ji appka welcom pm india,2
510,hinaparvezbutt koi video ramzan jhoot kyo agat wo video media kia tm share,0
511,so skin crate kark new skin look damn good thank pubg pubgmobile chamkaunga,2
512,geonew urdu laga shart kch nh hare haro gai worldcup nh jeeto gai likh kr rkh,0
513,pokershash bhaiyyajispeaks aazadi aandolan time bjp rss wale goro chat evm,0
514,hello nutella thak becom moot we interact much pero i hope becom great friend,1
515,cpm khudka astitwa duniya uth wah kisiko vishesh posit ha joke centuri,0
516,rt tiiimeshow just in icc ne bada galat ramzan pak mahina eid wcup rakhn,1
517,rt sdarijitian palakmuchhal soorajbarjatya beingsalmankhan sonamakapoor irshad kamil rajshri tseri congrat i love pr,2
518,ppbajpai koi karpaya dont cry tum sabji rs kg ko rs doge badhega,1
519,newstvchannel bhuppi news punish milni galti gyi,1
520,raga mat pm sapna aukat namo dekhna sapne hakeekat v aukat nhi,0
521,accha bet kuch nahi,2
522,ariel sub daag sfaya sirf aik dhulaye ma arieel aarieeel hoo hoo,1
523,ekabhijeet everyon know ad bodi doubl krta baap video gawar akki cho,0
524,me made may day omg to celebr im new colett penni dress i made beautiful khadi fabric i,2
525,noreen say reemmalik aap pakistan cricket team kay baaray touchy world cup tang,1
526,ppp pmln memog o dawmleak zada ya ke cancer se bhare gaddar chun chun ke latkao inme taaluk sabit ho te jaen,2
527,arunjaitley ur great leader sir i pray god good health aap jaldi vapas aaiye aap jai,2
528,mohmed abhisar sharma hindu hamesha hindu true fake ladai hinduo jo jai,1
529,narendramodi respect sir bjp chhote sevak jholi mei aapk ashirwaad rupi phul naseeb payega,1
530,khiladisarpita shubhankarbhus wow hf open g achi vese hf seri gol,2
531,rt realist ali ek lrki b special feel kra warti andr ha jisky upr dil ha chahy chwal tareen,0
532,iqrarulhassan shukriya iqrarulhassan shukriya pakistan hat off boss,2
533,pankhuripathak rahulgandhi chor bail sirf imandar jit payega chor rahul gandhi ko value nayi india n,0
534,happy birthday scottihil also lea thompson made feel better first name colin farrel w,2
535,rt outof leagu logo zeher pta fursat logo zindagi ungli twitter jung maidan bna diy,1
536,rt uqkhan save one life save human a blood donor ki fori zarurat hay th may wed raat bajy pyhli chahye for bypa,2
537,rahulgandhi rahul gandhi jesa saccha neta milega jo kaha jumle fenke jhuth bada gay,2
538,manojkumarmukul sir nitish kumar bada blakmak agar bjp seat bahumat jaati,0
539,shabnamgulwazir sirf resign balky ye aor sister articl par utarti jail jana asli insaf,1
540,shamamir han world cup behtr sport seriou gyaa,2
541,anjanaomkashyap tumhari rozi roti ka sawal ayega unoffici bite bjp spokesperson jo,0
542,oye tu nomi pakistan will win world cup insha allah wehavewewill pakvwi wehavewewill wivpak cwc,2
543,sardanarohit did call opposit is they bunch loser even consid themselv,0
544,faizan say ankit vickykaushal narendramodi bjpindia ha proof kbka gya h bc te,0
545,beenishmuffin thank much saaray notif bekaar thay lag,2
546,bashirahmaad mr presid beauti women life such proud father,2
547,tejasvi surya absolut well said modiji seem confid so power second st,1
548,myogiadityanath mla bjp k hain mayor bjp k mp bjp k dhayan deta pl look,0
549,sherryontopp sardarji ab politics chhod world cup chupchaap hypocrisi ki hudd,2
550,maahamsohail to media ghlti howe bachay usko bura kehnay nafrat krny ka kia maqsad bnata hy,2
551,rubikaliyaquat atleast tv oath famili dekhti kya dushmani modi famili modi,1
552,rahul gandhi dabaav hae istifa vapas lehar jimmedari samyukat hae kewal rahul mera swaal raj,1
553,yogi taisi,0
554,rt imbeatriz you love africa love pablo kath boop hahahahhahaa ang hilig mangasar ni katreng,1
555,vicky ratia coldcigar yrdeshmukh waise gulami asli wajah sangh batate woh aapsi dushman,0
556,pintupa ibhagwa n thi mother gave birth son becam cm pm i say son,2
557,rubikaliyaquat sarkar aisi journalist hin bass chillane bade anchor banjaoge,0
558,sambit patrag nafrat bahot chuki abh saal araam sambit dont worri year one u st,1
